ts,mint,symbol,arm,entry_lag_s,mint_authority,freeze_authority,top1_share,top5_share,holders_sampled,decimals,danger,holders_error,price_impact_pct,quoted_out,sol_in_lamports,tx_count,tx_span_s,tx_per_min,tx_capped,slot_dense_share,sig_n5m,source,boosts,m5_buys,m5_sells,buy_ratio_m5,h1_buys,h1_sells,vol_m5_usd,vol_h1_usd,chg_m5_pct,chg_h1_pct,liquidity_usd,mentions_15m,mentions_1h,authors_1h,reach_1h,dev_buy_sol,has_telegram,has_twitter,has_website
1788748680,5wwPbfPwiHXbrejgX5qQeMh5t8Q5wPgH1fkEyyVYpump,STONKTRUMP,organic,4301.0,False,False,,,0,6,,,2.421714719826199,5157429622,18814189,1000,176,340.91,True,0.229,1000,boost,100,497,590,0.842,8174,6103,21859.09,403728.19,-1.88,108.0,54861.26,,,,,,,,
1788748680,5wwPbfPwiHXbrejgX5qQeMh5t8Q5wPgH1fkEyyVYpump,STONKTRUMP,hotctl,4301.0,False,False,,,0,6,,,1.022523017181616,5007741587,18814189,1000,176,340.91,True,0.229,1000,boost,100,497,590,0.842,8174,6103,21859.09,403728.19,-1.88,108.0,54861.26,,,,,,,,
1788748680,CTALnV64vd1dkMxvtsuBgoYVhzB8tZ1XyRQFNS3ppump,TRONK,hotctl,4201.0,False,False,,,0,6,,,0.9199747908060503,1533563658,18814189,1000,163,368.1,True,0.328,1000,boost,500,796,514,1.549,15172,10093,6025.6,2254706.74,2.27,156.0,105139.74,,,,,,,,
1788748680,7Y7V1a4m2nWK7BMgbka5B4vR1pDvCK7yva3Hnrqkraze,Nasduck,hotctl,6678.0,False,False,,,0,6,,,0.8111408505636906,528803920,18814189,1000,3,,True,1.0,1000,dex,0,877,752,1.166,15265,13625,205878.88,3230341.23,10.69,58.05,198015.19,,,,,,,,
1788748680,ATDSqisE3TUcuZQmkpGivybDdqFxY2RL1Vepjrpppump,Caviar,hotctl,308.0,False,False,,,0,6,,,1.3786922086629314,42194246160,18814189,1000,18,3333.33,True,1.0,1000,dex,0,353,352,1.003,939,806,34755.08,92678.51,122.0,832.0,,,,,,,,,
1788748680,5wwPbfPwiHXbrejgX5qQeMh5t8Q5wPgH1fkEyyVYpump,STONKTRUMP,organic1h,4301.0,False,False,,,0,6,,,2.169441898973517,4622431703,18814189,1000,176,340.91,True,0.229,1000,boost,100,497,590,0.842,8174,6103,21859.09,403728.19,-1.88,108.0,54861.26,,,,,,,,
1788748680,5wwPbfPwiHXbrejgX5qQeMh5t8Q5wPgH1fkEyyVYpump,STONKTRUMP,hotctl1h,4301.0,False,False,,,0,6,,,0.836153707302856,4625998489,18814189,1000,176,340.91,True,0.229,1000,boost,100,497,590,0.842,8174,6103,21859.09,403728.19,-1.88,108.0,54861.26,,,,,,,,
1788748680,CTALnV64vd1dkMxvtsuBgoYVhzB8tZ1XyRQFNS3ppump,TRONK,hotctl1h,4201.0,False,False,,,0,6,,,0.7994926675759444,1523771549,18814189,1000,163,368.1,True,0.328,1000,boost,500,796,514,1.549,15172,10093,6025.6,2254706.74,2.27,156.0,105139.74,,,,,,,,
1788748680,7Y7V1a4m2nWK7BMgbka5B4vR1pDvCK7yva3Hnrqkraze,Nasduck,hotctl1h,6678.0,False,False,,,0,6,,,1.554399338508011,524644559,18814189,1000,3,,True,1.0,1000,dex,0,877,752,1.166,15265,13625,205878.88,3230341.23,10.69,58.05,198015.19,,,,,,,,
1788748680,ATDSqisE3TUcuZQmkpGivybDdqFxY2RL1Vepjrpppump,Caviar,hotctl1h,308.0,False,False,,,0,6,,,1.1178715747213188,29199241515,18814189,1000,18,3333.33,True,1.0,1000,dex,0,353,352,1.003,939,806,34755.08,92678.51,122.0,832.0,,,,,,,,,
1788749065,CTALnV64vd1dkMxvtsuBgoYVhzB8tZ1XyRQFNS3ppump,TRONK,organic,4585.9,False,False,,,0,6,,,0.845625329603022,1488585382,18814189,1000,163,368.1,True,0.328,1000,boost,500,807,554,1.457,14309,9695,5882.65,1922324.28,1.56,93.9,105392.14,,,,,,,,
1788749065,38Hemrq1EwQizHr22389D3wtL3mpSX59FtDxDaCGcBty,BIG,organic,409.9,False,False,,,0,6,,,1.1592074534794072,39900773392,18814189,1000,465,129.03,True,0.0774,633,dex,0,489,139,3.518,555,166,2922.52,4205.57,-2.25,206.0,,,,,,,,,
1788749065,BNUsEB2PLUaWg5xWB7CFsTznfdvvxNh1g2kPDcqcqV7o,BIG,organic,475.9,False,False,,,0,6,,,1.1053118581711259,382844191406,18814189,1000,534,112.36,True,0.2532,316,dex,0,321,329,0.976,953,751,28471.55,77229.0,33.21,170.0,,,,,,,,,
1788749065,CXM2JBgD16FkidhFzkvkSGeettXNqav1x9ynxXeJjMxE,401k,hotctl,284.9,False,False,,,0,6,,,2.7258856611638,17768647708,18814189,1000,3,,True,1.0,1000,dex,0,961,811,1.185,1302,1069,75656.49,99358.76,45.75,51.35,20505.14,,,,,,,,
1788749065,Ag7wBndNw5Kp4UHz8PyhPbPJgATatqRD5yhk2dqfadn6,GOAT,hotctl,310.9,False,False,,,0,6,,,0.19830156146683928,88351251142,18814189,1000,224,267.86,True,0.479,1000,dex,0,1874,733,2.557,2559,973,169716.77,227611.67,12.48,59.85,24006.69,,,,,,,,
1788749065,8b9XCUW4UB9GLd1jspkyvVbHrnFEjvK8CfBnC8QM5Sy3,LMI,hotctl,372.9,False,False,,,0,6,,,1.560622343423183,54277262732,18814189,1000,94,638.3,True,0.821,1000,dex,0,1460,532,2.744,2107,640,145144.53,173982.3,117.0,268.0,35311.28,,,,,,,,
1788749065,amSLEcL6paeDuJ7VHVGDQfDNbg9XZ4fY5yDWu7LTSwx,SOL,hotctl,384.9,False,False,,,0,6,,,0.0,130964520413,18814189,1000,209,287.08,True,0.55,1000,dex,0,1257,712,1.765,1815,1051,238855.52,348381.87,-0.47,140.0,12593.93,,,,,,,,
1788749065,38Hemrq1EwQizHr22389D3wtL3mpSX59FtDxDaCGcBty,BIG,hotctl,409.9,False,False,,,0,6,,,1.129454833313227,41627716839,18814189,1000,465,129.03,True,0.0774,633,dex,0,489,139,3.518,555,166,2922.52,4205.57,-2.25,206.0,,,,,,,,,
1788749065,BNUsEB2PLUaWg5xWB7CFsTznfdvvxNh1g2kPDcqcqV7o,BIG,hotctl,475.9,False,False,,,0,6,,,0.0,445191470523,18814189,1000,534,112.36,True,0.2532,316,dex,0,321,329,0.976,953,751,28471.55,77229.0,33.21,170.0,,,,,,,,,
1788749065,44TQMRTZZ4ChzZFd4n3AFXozJBj7ZtmL3L8CDA6iESno,ᵃᵐᶜ,hotctl,496.9,False,False,,,0,6,,,1.224533268111061,300460849047,18814189,1000,599,100.17,True,0.25,220,dex,0,385,300,1.283,804,561,26401.67,59650.37,17.65,269.0,,,,,,,,,
1788749065,CTALnV64vd1dkMxvtsuBgoYVhzB8tZ1XyRQFNS3ppump,TRONK,organic1h,4585.9,False,False,,,0,6,,,1.755636016654423,1513784223,18814189,1000,163,368.1,True,0.328,1000,boost,500,807,554,1.457,14309,9695,5882.65,1922324.28,1.56,93.9,105392.14,,,,,,,,
1788749065,38Hemrq1EwQizHr22389D3wtL3mpSX59FtDxDaCGcBty,BIG,organic1h,409.9,False,False,,,0,6,,,1.1320698442494572,41585816899,18814189,1000,465,129.03,True,0.0774,633,dex,0,489,139,3.518,555,166,2922.52,4205.57,-2.25,206.0,,,,,,,,,
1788749065,BNUsEB2PLUaWg5xWB7CFsTznfdvvxNh1g2kPDcqcqV7o,BIG,organic1h,475.9,False,False,,,0,6,,,0.46371712423613637,507205212081,18814189,1000,534,112.36,True,0.2532,316,dex,0,321,329,0.976,953,751,28471.55,77229.0,33.21,170.0,,,,,,,,,
1788749065,CXM2JBgD16FkidhFzkvkSGeettXNqav1x9ynxXeJjMxE,401k,hotctl1h,284.9,False,False,,,0,6,,,4.39264122062928,18386392460,18814189,1000,3,,True,1.0,1000,dex,0,961,811,1.185,1302,1069,75656.49,99358.76,45.75,51.35,20505.14,,,,,,,,
1788749065,Ag7wBndNw5Kp4UHz8PyhPbPJgATatqRD5yhk2dqfadn6,GOAT,hotctl1h,310.9,False,False,,,0,6,,,0.1488144395597128,72165308083,18814189,1000,224,267.86,True,0.479,1000,dex,0,1874,733,2.557,2559,973,169716.77,227611.67,12.48,59.85,24006.69,,,,,,,,
1788749065,8b9XCUW4UB9GLd1jspkyvVbHrnFEjvK8CfBnC8QM5Sy3,LMI,hotctl1h,372.9,False,False,,,0,6,,,0.0,41294090070,18814189,1000,94,638.3,True,0.821,1000,dex,0,1460,532,2.744,2107,640,145144.53,173982.3,117.0,268.0,35311.28,,,,,,,,
1788749065,38Hemrq1EwQizHr22389D3wtL3mpSX59FtDxDaCGcBty,BIG,hotctl1h,409.9,False,False,,,0,6,,,2.8282247815258255,40869988144,18814189,1000,465,129.03,True,0.0774,633,dex,0,489,139,3.518,555,166,2922.52,4205.57,-2.25,206.0,,,,,,,,,
1788749065,BNUsEB2PLUaWg5xWB7CFsTznfdvvxNh1g2kPDcqcqV7o,BIG,hotctl1h,475.9,False,False,,,0,6,,,0.4498929769360034,507205212081,18814189,1000,534,112.36,True,0.2532,316,dex,0,321,329,0.976,953,751,28471.55,77229.0,33.21,170.0,,,,,,,,,
1788749065,44TQMRTZZ4ChzZFd4n3AFXozJBj7ZtmL3L8CDA6iESno,ᵃᵐᶜ,hotctl1h,496.9,False,False,,,0,6,,,2.154957881677718,265075895182,18814189,1000,599,100.17,True,0.25,220,dex,0,385,300,1.283,804,561,26401.67,59650.37,17.65,269.0,,,,,,,,,
1788749502,5eXvfpaezUDxgKZLefsUHwtAwjBPs7oYSMsmCTkZSwzg,Caviar,hotctl,409.3,False,False,,,0,6,,,0.0,140042630584,18754346,1000,229,262.01,True,0.484,1000,dex,0,542,462,1.173,917,762,124951.43,207602.2,14.69,38.0,22134.07,,,,,,,,
1788749502,5dDLGi6iFfPo1xGJjFK8jA3A9GGdp65mPqoANbfopump,CatGPT,hotctl,440.3,False,False,,,0,6,,,0.49752334318825764,9832979069,18754346,1000,4,,True,1.0,1000,dex,0,1932,2043,0.946,3629,3199,216862.99,362764.78,261.0,459.0,41597.18,,,,,,,,
1788749502,5eXvfpaezUDxgKZLefsUHwtAwjBPs7oYSMsmCTkZSwzg,Caviar,hotctl1h,409.3,False,False,,,0,6,,,0.5192010463681703,120781952505,18754346,1000,229,262.01,True,0.484,1000,dex,0,542,462,1.173,917,762,124951.43,207602.2,14.69,38.0,22134.07,,,,,,,,
1788749502,5dDLGi6iFfPo1xGJjFK8jA3A9GGdp65mPqoANbfopump,CatGPT,hotctl1h,440.3,False,False,,,0,6,,,0.9096887842530208,7526931840,18754346,1000,4,,True,1.0,1000,dex,0,1932,2043,0.946,3629,3199,216862.99,362764.78,261.0,459.0,41597.18,,,,,,,,
1788749772,HhbVqYcmUcePTFStwchWYhahoaqTMe81WFiKUXYHsX7h,CROU,hotctl,125.8,False,False,,,0,6,,,0.0,114288297019,18835319,1000,81,740.74,True,0.71,1000,dex,0,420,505,0.832,420,505,16329.24,16329.24,152.0,152.0,,,,,,,,,
1788749772,HhbVqYcmUcePTFStwchWYhahoaqTMe81WFiKUXYHsX7h,CROU,hotctl1h,125.8,False,False,,,0,6,,,0.07992780759405659,58270959886,18835319,1000,81,740.74,True,0.71,1000,dex,0,420,505,0.832,420,505,16329.24,16329.24,152.0,152.0,,,,,,,,,
1788749934,F8D7kqXEUmheGHefRm1WRReTVSUVQhxL9xfCrrfavCwv,CTO,hotctl,209.1,False,False,,,0,6,,,2.6668832621497653,56421907361,18906366,1000,19,3157.89,True,0.995,1000,dex,0,1374,1303,1.054,1374,1303,152871.94,152871.94,121.0,121.0,25365.02,,,,,2.0937,,,
1788749934,2w8FsWkqek2qk8B6SKK7oDwQzSMCQqREdnhfThMiDMXP,CatGPT,hotctl,146.1,False,False,,,0,6,,,0.4675288513979239,96639438263,18906366,1000,75,800.0,True,0.942,1000,dex,0,1086,678,1.602,1086,678,115170.55,115170.55,63.2,63.2,23507.56,,,,,,,,
1788749934,F8D7kqXEUmheGHefRm1WRReTVSUVQhxL9xfCrrfavCwv,CTO,hotctl1h,209.1,False,False,,,0,6,,,3.0083748057499204,101301626742,18906366,1000,19,3157.89,True,0.995,1000,dex,0,1374,1303,1.054,1374,1303,152871.94,152871.94,121.0,121.0,25365.02,,,,,2.0937,,,
1788749934,2w8FsWkqek2qk8B6SKK7oDwQzSMCQqREdnhfThMiDMXP,CatGPT,hotctl1h,146.1,False,False,,,0,6,,,0.0,62231162136,18906366,1000,75,800.0,True,0.942,1000,dex,0,1086,678,1.602,1086,678,115170.55,115170.55,63.2,63.2,23507.56,,,,,,,,
1788750181,HLp6Wz7Zp22fPbhBWZ6qMvEWbZiqaE3Q2GVPTLxcMWa7,CatGPT,organic,235.6,False,False,,,0,6,,,0.0,102798507768,18892254,833,372,134.35,False,0.0512,606,dex,0,461,162,2.846,461,162,7398.21,7398.21,100.0,100.0,,,,,,,,,
1788750181,AVVKSwWjQxkiK2crNyvzphYRi2EnHeCWeYLYrvVj11Qw,Henry,hotctl,146.6,False,False,,,0,6,,,0.0,97092943461,18892254,1000,93,645.16,True,0.854,1000,dex,0,1013,304,3.332,1013,304,55638.33,55638.33,84.87,84.87,28057.26,,,,,,,,
1788750181,CHjJCstDxytj76NVWe8kjgXEa9JdYjEDjeeiQJpPcegq,CTO,hotctl,234.6,False,False,,,0,6,,,0.33479004103460985,154036225995,18892254,1000,141,425.53,True,0.499,1000,dex,0,995,586,1.698,995,586,51139.29,51139.29,29.95,29.95,20942.35,,,,,,,,
1788750181,HLp6Wz7Zp22fPbhBWZ6qMvEWbZiqaE3Q2GVPTLxcMWa7,CatGPT,hotctl,235.6,False,False,,,0,6,,,0.3172430307362624,96820087664,18892254,833,372,134.35,False,0.0512,606,dex,0,461,162,2.846,461,162,7398.21,7398.21,100.0,100.0,,,,,,,,,
1788750181,HLp6Wz7Zp22fPbhBWZ6qMvEWbZiqaE3Q2GVPTLxcMWa7,CatGPT,organic1h,235.6,False,False,,,0,6,,,0.3136353925710047,96820087664,18892254,833,372,134.35,False,0.0512,606,dex,0,461,162,2.846,461,162,7398.21,7398.21,100.0,100.0,,,,,,,,,
1788750181,AVVKSwWjQxkiK2crNyvzphYRi2EnHeCWeYLYrvVj11Qw,Henry,hotctl1h,146.6,False,False,,,0,6,,,0.0473105280858281,94277967550,18892254,1000,93,645.16,True,0.854,1000,dex,0,1013,304,3.332,1013,304,55638.33,55638.33,84.87,84.87,28057.26,,,,,,,,
1788750181,CHjJCstDxytj76NVWe8kjgXEa9JdYjEDjeeiQJpPcegq,CTO,hotctl1h,234.6,False,False,,,0,6,,,1.7535671905920096,169474875599,18892254,1000,141,425.53,True,0.499,1000,dex,0,995,586,1.698,995,586,51139.29,51139.29,29.95,29.95,20942.35,,,,,,,,
1788750395,vbCEP73LcFsis9Dt3LBVt4TYDDe9xc8ABTmxSXCpump,OTC,hotctl,333.4,False,False,,,0,6,,,0.08791341321785454,83394071322,18900938,1000,269,223.05,True,0.317,1000,dex,0,621,554,1.121,621,554,51728.56,51728.56,269.0,269.0,,,,,,,,,
1788750395,9GGGhze1NnQwcABTzxdxx89BEFLFtDueHhkwh6japump,CatGPT,hotctl,1002.4,False,False,,,0,6,,,1.8536017103716127,3540677456,18900938,1000,1,,True,1.0,1000,dex,0,3416,2640,1.294,9321,7759,436258.56,1126083.11,47.15,998.0,60813.82,,,,,,,,
1788750395,3USfx9uuVj6rYVmurzsBmLzaLskcafNp2SPwGfY1pump,PILL,hotctl,166.4,False,False,,,0,6,,,3.991381909165223,513333908029,18900938,1000,309,194.17,True,0.7521,593,dex,0,376,375,1.003,376,375,42512.9,42512.9,4.12,4.12,,,,,,5.0,,,
1788750395,vbCEP73LcFsis9Dt3LBVt4TYDDe9xc8ABTmxSXCpump,OTC,hotctl1h,333.4,False,False,,,0,6,,,1.3810293718343394,55736896340,18900938,1000,269,223.05,True,0.317,1000,dex,0,621,554,1.121,621,554,51728.56,51728.56,269.0,269.0,,,,,,,,,
1788750395,9GGGhze1NnQwcABTzxdxx89BEFLFtDueHhkwh6japump,CatGPT,hotctl1h,1002.4,False,False,,,0,6,,,0.7203452023686158,3767040742,18900938,1000,1,,True,1.0,1000,dex,0,3416,2640,1.294,9321,7759,436258.56,1126083.11,47.15,998.0,60813.82,,,,,,,,
1788750395,3USfx9uuVj6rYVmurzsBmLzaLskcafNp2SPwGfY1pump,PILL,hotctl1h,166.4,False,False,,,0,6,,,3.9432745797398945,513333908029,18900938,1000,309,194.17,True,0.7521,593,dex,0,376,375,1.003,376,375,42512.9,42512.9,4.12,4.12,,,,,,5.0,,,
1788750623,3USfx9uuVj6rYVmurzsBmLzaLskcafNp2SPwGfY1pump,PILL,organic,394.2,False,False,,,0,6,,,1.7160406706127582,457271558144,18949014,1000,309,194.17,True,0.7521,593,dex,0,376,375,1.003,376,375,42512.9,42512.9,4.12,4.12,,,,,,5.0,,,
1788750623,CvZcuDiKXqkZfpvSYBH2cxnHWvVVYTg4fzTxV19ipAHw,DIGGER,organic,275.2,False,False,,,0,6,,,1.2675603186190683,515864254907,18949014,1000,450,133.33,True,0.1846,195,dex,0,387,321,1.206,387,321,26157.52,26157.52,45.57,45.57,,,,,,6.047,,,
1788750623,6NRBMWKtZsspiYiL1fpdfiZkMwgEfrE4opPxKJMf16Li,80085,hotctl,286.2,False,False,,,0,6,,,2.267996369016961,263772715452,18949014,1000,422,142.18,True,0.0989,435,dex,0,442,368,1.201,442,368,35668.23,35668.23,-0.38,-0.38,16148.3,,,,,,,,
1788750623,8WjyqQHv856Lc2phJ1Dd8gX8yoSmfZHLqjT8bY5g3wxW,CatGPT,hotctl,182.2,False,False,,,0,6,,,0.39860550502505804,110979454962,18949014,1000,144,416.67,True,0.987,1000,dex,0,992,522,1.9,992,522,84300.95,84300.95,83.39,83.39,24629.76,,,,,,,,
1788750623,6vQ3C5H9dovhDsxSZCDUAeddnxr6gBCUAruK1XRXvP12,S&P500,hotctl,156.2,False,False,,,0,6,,,0.0,184807508926,18949014,1000,321,186.92,True,0.451,909,dex,0,375,227,1.652,375,227,34158.49,34158.49,597.0,597.0,,,,,,3.0832,,,
1788750623,9VndogKFPm4bCe1SmAZM6RFnUvfS7hZD6rSxwdXyWZGa,Keel,hotctl,198.2,False,False,,,0,6,,,0.0,156211809558,18949014,1000,283,212.01,True,0.62,1000,dex,0,700,65,10.769,700,65,18537.18,18537.18,23.03,23.03,20022.42,,,,,,,,
1788750623,5dNGUxJWr81JxqM59tv87Mg9fRbtfEWxzhgpk4aopump,Inbox,hotctl,230.2,False,False,,,0,6,,,1.254373059366275,524100201979,18949014,1000,507,118.34,True,0.1754,211,dex,0,527,425,1.24,527,425,43265.42,43265.42,71.53,71.53,,,,,,4.0,,,
1788750623,CvZcuDiKXqkZfpvSYBH2cxnHWvVVYTg4fzTxV19ipAHw,DIGGER,hotctl,275.2,False,False,,,0,6,,,1.1850915544297609,516428691812,18949014,1000,450,133.33,True,0.1846,195,dex,0,387,321,1.206,387,321,26157.52,26157.52,45.57,45.57,,,,,,6.047,,,
1788750623,3USfx9uuVj6rYVmurzsBmLzaLskcafNp2SPwGfY1pump,PILL,organic1h,394.2,False,False,,,0,6,,,0.0,482888881932,18949014,1000,309,194.17,True,0.7521,593,dex,0,376,375,1.003,376,375,42512.9,42512.9,4.12,4.12,,,,,,5.0,,,
1788750623,CvZcuDiKXqkZfpvSYBH2cxnHWvVVYTg4fzTxV19ipAHw,DIGGER,organic1h,275.2,False,False,,,0,6,,,1.116961979498599,516428691812,18949014,1000,450,133.33,True,0.1846,195,dex,0,387,321,1.206,387,321,26157.52,26157.52,45.57,45.57,,,,,,6.047,,,
1788750623,6NRBMWKtZsspiYiL1fpdfiZkMwgEfrE4opPxKJMf16Li,80085,hotctl1h,286.2,False,False,,,0,6,,,2.453657537662835,273081292688,18949014,1000,422,142.18,True,0.0989,435,dex,0,442,368,1.201,442,368,35668.23,35668.23,-0.38,-0.38,16148.3,,,,,,,,
1788750623,8WjyqQHv856Lc2phJ1Dd8gX8yoSmfZHLqjT8bY5g3wxW,CatGPT,hotctl1h,182.2,False,False,,,0,6,,,0.0,91130537246,18949014,1000,144,416.67,True,0.987,1000,dex,0,992,522,1.9,992,522,84300.95,84300.95,83.39,83.39,24629.76,,,,,,,,
1788750623,6vQ3C5H9dovhDsxSZCDUAeddnxr6gBCUAruK1XRXvP12,S&P500,hotctl1h,156.2,False,False,,,0,6,,,2.7710909989536514,147121571853,18949014,1000,321,186.92,True,0.451,909,dex,0,375,227,1.652,375,227,34158.49,34158.49,597.0,597.0,,,,,,3.0832,,,
1788750623,9VndogKFPm4bCe1SmAZM6RFnUvfS7hZD6rSxwdXyWZGa,Keel,hotctl1h,198.2,False,False,,,0,6,,,0.0,150624836755,18949014,1000,283,212.01,True,0.62,1000,dex,0,700,65,10.769,700,65,18537.18,18537.18,23.03,23.03,20022.42,,,,,,,,
1788751018,Fo7LRQvaDNwgFL9JpyinJ1QQUeSXUeMt5sRyFwXKpump,ZCAT,hotctl,190.0,False,False,,,0,6,,,1.0872931652607303,20730543006,18983990,1000,55,1090.91,True,0.947,1000,dex,0,3429,1253,2.737,3435,1254,11317.93,17701.55,-27.15,113.0,24481.32,,,,,,,,
1788751018,F8EkRKxMr4bsyCzXA9jrhSwbPidQ9r2Gp2LczwYcovd2,UNKNOWN,hotctl,197.0,False,False,,,0,6,,,0.5651611371205228,143400878085,18983990,1000,126,476.19,True,0.637,1000,dex,0,1100,737,1.493,1102,737,70393.46,70604.48,44.77,48.17,22289.0,,,,,,,,
1788751018,7iX4rAQk2Qiuy8ToVir6HqseemgZsCPyMsh1Zf7Epump,pumpers,hotctl,130.0,False,False,,,0,6,,,0.0,108477835098,18983990,1000,183,327.87,True,0.783,1000,dex,0,337,254,1.327,337,254,33278.43,33278.43,301.0,301.0,,,,,,,,,
1788751163,8uKvPNbKp6XAUX2YBsfsTauHNXvfZhiXkHtGNbTfCG73,CatGPT,hotctl,170.7,False,False,,,0,6,,,0.41868105469857675,135561877741,18968554,1000,109,550.46,True,0.785,1000,dex,0,666,285,2.337,666,285,38928.24,38928.24,42.2,42.2,20241.62,,,,,,,,
1788751163,GScB5mN8XZzoEu7PFkszwoh1ztEhNJh7VCp96Py99iWK,Crap,hotctl,125.7,False,False,,,0,6,,,0.06417517016372727,133556929360,18968554,1000,144,416.67,True,0.754,1000,dex,0,426,257,1.658,426,257,32647.78,32647.78,257.0,257.0,,,,,,0.0,,,
1788751252,DPUqTHdEDDCf5bbeottUQxmdN3Fhf2TQndKfZLUCiZJf,CatGPT,hotctl,175.5,False,False,,,0,6,,,0.42894849709531285,141477407622,18968327,1000,148,405.41,True,0.712,1000,dex,0,793,615,1.289,793,615,152070.25,152070.25,50.05,50.05,22874.81,,,,,,,,
1788751252,GnbmbzqqbFXeo2WotmoTA1ve9iRQXHhfnw3pu12PJ5Fu,ABTC,hotctl,194.5,False,False,,,0,6,,,1.67816940186118,137928219738,18968327,1000,34,1764.71,True,0.953,1000,dex,0,2043,1932,1.057,2043,1932,203819.48,203819.48,-54.94,-54.94,10343.41,,,,,,,,
1788751354,4tEeeV5vC7CPMooexobRHXrFLH3icAyKVhXwt7TVB2Wj,ABTC,hotctl,125.6,False,False,,,0,6,,,0.126178868523861,175910479427,18979319,1000,163,368.1,True,0.648,1000,dex,0,432,427,1.012,432,427,78656.74,78656.74,24.44,24.44,20449.87,,,,,,,,
1788751354,7uYUWmZ4sYQNg9AarRfE33SEup3oP4J2449HdY3ypump,ABTC,hotctl,126.6,False,False,,,0,6,,,2.3480437176682534,41274160505,18979319,1000,19,3157.89,True,0.995,1000,dex,0,1167,927,1.259,1167,927,116487.67,116487.67,14.25,14.25,17447.87,,,,,3.0,,,
1788751354,8SXE8AQK25jQcZNGv2RvCLminxZAfUR8DuHpXYEV3u38,Crap,hotctl,147.6,False,False,,,0,6,,,3.459428896229514,213511395842,18979319,1000,62,967.74,True,0.99,1000,dex,0,803,416,1.93,803,416,144976.95,144976.95,48.24,48.24,9374.19,,,,,,,,
1788751354,Gr5ppm7UgGeXYNEVt8KsDbN1xyQRDvs8NFM7VnPrpump,NTDA,hotctl,151.6,False,False,,,0,6,,,0.02496122881051152,12989909,18979319,836,213,235.49,False,0.5144,836,dex,0,590,5,118.0,590,5,525420.99,525420.99,350709.0,350709.0,1066656.28,,,,,85.0054,,,
1788751354,4tEeeV5vC7CPMooexobRHXrFLH3icAyKVhXwt7TVB2Wj,ABTC,hotctl1h,125.6,False,False,,,0,6,,,0.0,169200615301,18979319,1000,163,368.1,True,0.648,1000,dex,0,432,427,1.012,432,427,78656.74,78656.74,24.44,24.44,20449.87,,,,,,,,
1788751448,AohmzJUd8v8acAXKWGgEhEJkUxNSaH189DPnMSpWpump,ABTC,organic,622.8,False,False,,,0,6,,,1.060455478312428,613793047938,18982772,1000,641,93.6,True,0.0667,60,dex,0,508,468,1.085,508,468,57271.55,57271.55,92.15,92.15,,,,,,,,,
1788751448,AohmzJUd8v8acAXKWGgEhEJkUxNSaH189DPnMSpWpump,ABTC,organic1h,622.8,False,False,,,0,6,,,1.0641881907403032,613793047938,18982772,1000,641,93.6,True,0.0667,60,dex,0,508,468,1.085,508,468,57271.55,57271.55,92.15,92.15,,,,,,,,,
1788751584,4nbPjawMvHE8YX1XLA4ssj4FMzziToAYs4sCzyxNM9K1,PUMPLIFE,hotctl,130.9,False,False,,,0,6,,,0.4439497765348922,104851955551,19020399,1000,108,555.56,True,0.866,1000,dex,0,1343,392,3.426,1343,392,78161.77,78161.77,76.13,76.13,27249.78,,,,,,,,
1788751742,4bTo9TofTKAiPcEDu6mev7aBDczARShaCv1PDCtUTRg7,Crap,hotctl,130.5,False,False,,,0,6,,,0.4890910610334377,112723420068,19009062,1000,154,389.61,True,0.615,1000,dex,0,502,188,2.67,502,188,84443.94,84443.94,17.5,17.5,19063.53,,,,,,,,
1788751742,5pCL2pBedfVqobb9RSmERvVGr2Q8cHJj2fXpZYLnpump,STONK,hotctl,174.5,False,False,,,0,6,,,2.8061512958336845,17819207948,19009062,1000,54,1111.11,True,0.941,1000,dex,0,2600,955,2.723,2600,955,13577.24,13577.24,145.0,145.0,26344.12,,,,,,,,
1788751831,Gd8otzU5JXnMjqp2FWvR8GdTpkdM8nszkfXx9zT5yYri,Keel,hotctl,215.6,False,False,,,0,6,,,0.0,148954517977,19007857,1000,221,271.49,True,0.452,1000,dex,0,937,93,10.075,937,93,30939.99,30939.99,42.29,42.29,21429.52,,,,,,,,
1788751926,9mcDK9MGgr4cMV2ECZ7iAPoB88Kfegn3SpzizYWLBxJ7,COINS,organic,177.6,False,False,,,0,6,,,0.053388908214659164,2898005481,19025433,1000,254,236.22,True,0.131,1000,dex,0,333,134,2.485,333,134,16797.95,16797.95,103.0,103.0,29260.01,,,,,,,,
1788751926,9mcDK9MGgr4cMV2ECZ7iAPoB88Kfegn3SpzizYWLBxJ7,COINS,hotctl,177.6,False,False,,,0,6,,,0.19442160328570413,2890738649,19025433,1000,254,236.22,True,0.131,1000,dex,0,333,134,2.485,333,134,16797.95,16797.95,103.0,103.0,29260.01,,,,,,,,
1788751926,3qe9MnUsJUUivJp2f4C8nSahmQSdDV1HqovPkxGgX4P1,TCAT,hotctl,155.6,False,False,,,0,6,,,1.6893169784584197,27112701182,19025433,1000,8,7500.0,True,1.0,1000,dex,0,1497,1068,1.402,1497,1068,111144.47,111144.47,71.83,71.83,21774.17,,,,,,,,
