mint,arm,entry_ts,ret,label,m5_buys,vol_m5_usd,pages,sig_n,sig_fail_share,slot_max_share,slot_dense_share,iat_cv,parsed_n,swap_n,buy_n,uniq_buyer_ratio,top_buyer_share,size_cv,size_dup_share,median_sol,wallets_checked,fresh_wallet_share,note
24YLPGnF5DcqU7u2AZhwxxoG9kAxPdeW5gtN229nNuqy,surge,1788394916.0,-0.8417,middle,370.0,3430.75,2,480,0.15,0.0187,0.1125,1.1972,40,40,30,0.8,0.2333,1.9166,0.7333,0.00228,8,0.125,
FpBWBfNhsukYMYaaNiaDv5jkGvns4acGFS6q7CYpX9EN,launchctl,1788397112.0,-0.8423499999999999,middle,314.0,3868.5,1,475,0.1516,0.0211,0.2147,1.5326,40,40,31,0.9677,0.0645,1.4991,0.6774,0.002276,8,0.0,
423RwsdstnPvPe9Js9XowFJzekiVeknSq9Uv6Arz8DsB,liqctl,1788397442.0,0.01330000000000009,middle,437.0,34468.1,17,3435,0.2617,0.0058,0.6309,0.2489,40,40,28,1.0,0.0357,1.5849,0.5357,0.002342,8,0.0,
EmxF6pF2sG9ce89iXBWkVZTxoZV9spw5DWPg1iHXKMeP,liqctl,1788397442.0,-0.03869999999999996,middle,1137.0,114457.13,33,2495,0.3511,0.0076,0.8381,1.1066,40,40,23,0.9565,0.087,1.0632,0.3913,0.134489,8,0.0,
Ak7JbLvKEFzkcfpvLErnnkQ8xoB2P3HNbLDp6Du2JVSW,liqctl,1788397442.0,-0.6248,middle,1055.0,83597.84,40,0,,,,,,,,,,,,,,,window beyond page cap
HpWnGa2UtSTmy5VU87XGm8yPKZc93P7F927LwjQ5pump,liqctl,1788398305.0,-0.54415,middle,569.0,45877.08,40,0,,,,,,,,,,,,,,,window beyond page cap
qb4mvBUBcj3FEyrefJdwiaix5ZCUsFQZNzzDPrrpump,launchctl,1788398842.0,-0.832,middle,1004.0,51170.36,9,5427,0.7275,0.0241,0.9438,0.2974,40,37,20,1.0,0.05,1.4858,0.4,0.102741,8,0.0,
DXVbyXQy9upeM1cdHyYNP2k3LXkzYxyip1uNr5GjC2qa,surge,1788398842.0,-0.84,middle,459.0,6530.78,1,611,0.0818,0.0098,0.1391,0.7755,40,39,25,0.96,0.08,1.5561,0.68,0.002284,8,0.0,
95uhcJDPz7rUeMdfHHaNsT7B2bV3BNwBKtEUWMfq3Sbo,liqctl,1788399078.0,0.4528000000000001,middle,776.0,73151.17,27,1492,0.2895,0.0114,0.7547,1.1806,40,40,24,0.9167,0.0833,1.023,0.25,0.41022,8,0.0,
t9wPTPZmj9RasYWGLFWb7ydrnpVxtVkSivyA7XxeLBS,launchctl,1788399802.0,-0.7132499999999999,middle,513.0,30141.87,11,8425,0.927,0.035,0.9676,0.6705,40,34,21,1.0,0.0476,1.0485,0.0,0.105965,8,0.0,
9iKwunn1kNtFiWNUC1fDUrMRhy9TRxCuJiyvQ8PFn3vT,liqctl,1788399802.0,0.80765,middle,1360.0,204865.35,24,1862,0.3555,0.0124,0.8314,1.2099,40,40,26,0.9231,0.0769,1.8162,0.4231,0.026549,8,0.0,
CzuMs62Qe3vJY93MfsAgkRv2SK3wrTLUMc48P3tipump,surge,1788400182.0,-0.018000000000000016,middle,329.0,14315.38,7,6202,0.9166,0.0571,0.9702,0.8552,40,36,26,0.8462,0.1538,1.4826,0.3846,0.102074,8,0.0,
59mXodQ31VyP5fj4uz9qsCkhL17k1Ec6irLeqPARpump,surge,1788401247.0,0.29875000000000007,middle,664.0,64559.54,37,824,0.0583,0.0255,0.4005,0.545,40,39,34,1.0,0.0294,3.8445,0.1471,0.04867,8,0.25,
2TKkM2greQWqBMfQ2tDeuCTCMV8d9LLr2XZXptakzNo2,liqctl,1788401247.0,0.28935,middle,538.0,25914.71,34,6311,0.3841,0.0055,0.9818,0.1635,40,39,21,0.8571,0.0952,2.3283,0.1905,0.064668,8,0.0,
6zWNQoB5QZYkR6anK8MoS2sS2icbpcqRCG12mf5bVmtJ,liqctl,1788401247.0,0.07509999999999994,middle,379.0,42074.72,14,3361,0.324,0.0074,0.6132,0.2229,40,40,18,1.0,0.0556,1.0019,0.2778,0.448684,8,0.0,
DSAE3fApxcigUq54euHsyE98u7kzhcaEbabnsKjqwKDq,liqctl,1788401247.0,0.4354499999999999,middle,925.0,133889.5,25,2176,0.3428,0.0124,0.847,3.2129,40,40,26,1.0,0.0385,0.9338,0.2692,0.513385,8,0.0,
4Gp8ZWPSqdEC5rDgQifTrWB9HQEs3n4zDPRJ4o4Tpump,wait120,1788402120.0,-0.16800000000000004,middle,620.0,41547.91,10,8864,0.8383,0.0428,0.9627,0.5463,40,38,20,0.95,0.1,1.3529,0.4,0.118032,8,0.0,
4dsgScUVvnbpL7z1HX1kpb1KyRgjnqURB1S8rt3k4rdm,surge,1788402120.0,-0.27964999999999995,middle,382.0,42517.85,10,571,0.3135,0.0088,0.0718,1.1205,40,40,35,1.0,0.0286,1.7271,0.6,0.002119,8,0.0,
ETHc1Ksoq6TC94Bprc5iXcQpvGwTe7MnWRNJ3MTTTovq,wait120,1788402792.0,-0.43494999999999995,middle,625.0,35101.92,15,11621,0.8688,0.0262,0.9715,0.97,40,36,18,1.0,0.0556,0.9391,0.2222,0.076983,8,0.0,
4h5d9ejz8QSfzhAAVMLU5s9uFNzv3xmK6UuZK2PDpump,liqctl,1788403392.0,-0.83665,middle,1694.0,178793.82,40,0,,,,,,,,,,,,,,,window beyond page cap
745dbWSy2m37zogmWwztdxT288s2qfXAfWvCtMdpump,wait120,1788403625.0,-0.1594,middle,369.0,32745.28,9,8281,0.8299,0.0135,0.9436,1.0084,40,36,22,0.8636,0.1364,1.2222,0.1364,0.323156,8,0.0,
AKDw5gP7rvTPfgy5gymG2qxLcD41JodhohnANFXZTTBH,liqctl,1788403625.0,0.44314999999999993,middle,534.0,77025.31,14,3485,0.303,0.006,0.6686,0.3146,40,40,29,0.9655,0.069,1.2224,0.4138,0.148943,8,0.0,
X2oB1Mp8ZbkQiUcMwzYbkehqtVq3MZfMANDCGarpump,launchctl,1788404366.0,-0.28779999999999994,middle,862.0,61829.02,40,0,,,,,,,,,,,,,,,window beyond page cap
FiVGkXMuNr4tiiQfZjeEEGMpCn4zdTJi4ZKRhzsaZidX,launchctl,1788404366.0,0.0403,middle,1444.0,141143.66,26,2083,0.2842,0.0072,0.7196,1.0646,40,40,24,0.875,0.0833,1.208,0.4167,0.260423,8,0.0,
VaYmQDneptdLFToTAdye9TxYex7scsFGE9iNVHieNTQ,surge,1788404709.0,0.7834000000000001,middle,337.0,4694.67,4,694,0.0461,0.0058,0.0115,0.3476,40,40,38,1.0,0.0263,2.8249,0.8947,0.002104,8,0.0,
G8eCNrc1bc9u6sKABxx2UDmbZfma1u7fLBkZoiSccHJJ,liqctl,1788405904.0,0.17914999999999992,middle,1017.0,81926.4,18,1951,0.3229,0.0041,0.6853,2.8567,40,40,28,1.0,0.0357,1.2952,0.5714,0.017168,8,0.0,
tahKR4TA337akDkgfGZ5Qaeng4ABdov49rVePABpump,liqctl,1788406595.0,-0.41305000000000003,middle,896.0,50155.21,21,14371,0.5796,0.0101,0.9649,0.5902,40,4,2,1.0,0.5,0.8148,0.0,0.0546,2,0.0,
BGkW4WH9oYrytAVDPVduwHY7Ls6qcLYZNogAm8MBJbhE,surge,1788406922.0,-0.8395,middle,459.0,5771.09,1,597,0.0017,0.0101,0.0302,0.606,40,40,30,0.9667,0.0667,1.6007,0.6667,0.00227,8,0.0,
38nU36WGPTcLLSdN6avU865iFRkeaQkktbsJJEN2GZi6,surge,1788407359.0,0.4094500000000001,middle,1311.0,171478.62,12,1347,0.3318,0.0052,0.5813,1.2023,40,40,30,0.9667,0.0667,1.3403,0.3667,0.080413,8,0.0,
E22f92KYQgo4cu6pTpBVTVvnBDcWyAJGwGB9i5mNpump,liqctl,1788407359.0,-0.3206,middle,687.0,52594.33,40,9375,0.4667,0.0112,0.9895,0.2097,40,3,3,1.0,0.3333,0.7976,0.0,0.558543,3,0.0,
BpmpS2AuRqdPN6rCK7n86XHPCaxzLi56LyUxsj18pump,surge,1788408315.0,0.01835000000000009,middle,1187.0,100320.36,16,1539,0.1527,0.0156,0.8311,0.4931,40,40,35,0.5143,0.1143,4.2738,0.9143,0.0037,8,0.0,
DmUMKgdKq29Qs2mrkLsG1Ef4HheUipVerZvfSguFpump,surge,1788408645.0,-0.026599999999999957,middle,3246.0,43078.13,8,5104,0.0141,0.0074,0.9655,0.2122,40,40,29,1.0,0.0345,3.177,0.8966,0.000283,8,0.0,
CGMBxDzdB2k3wQgM7e8ZYvFnDcRQBzc8esFEbqypump,launchctl,1788409209.0,0.03190000000000004,middle,693.0,2888.18,17,780,0.3038,0.0295,0.441,0.5645,40,36,36,0.9444,0.0556,1.3509,0.5833,0.021973,8,0.0,
Arhp2zysuiaeUwKDKnwXuWwVShcTzQJSN5aJ7qDJ7RNM,liqctl,1788409577.0,-0.41759999999999997,middle,374.0,47183.21,17,2585,0.1629,0.0062,0.2905,0.1854,40,40,24,1.0,0.0417,1.078,0.25,0.219983,8,0.0,
8dfzHoj2rJbgUFPQRZD4qSkXAeLRNxi3V16b32yGxY4X,liqctl,1788410219.0,0.6926000000000001,middle,580.0,304389.1,14,1230,0.3228,0.0049,0.0553,0.3978,40,39,28,0.8571,0.1429,1.8901,0.4643,0.016407,8,0.0,
2NidJcboA75vdpmRYhRRTgWf6Dh72zkBPLZnqRyePb6v,liqctl,1788410566.0,0.72315,middle,1499.0,315316.58,40,794,0.3476,0.034,0.9559,1.2632,40,40,20,0.95,0.1,1.0703,0.35,0.190275,8,0.0,
HqzdMrbdJZ7UGPmoVVsfwLySKmSA1SSmTEdKJYLuvdFz,wait120,1788410779.0,-0.1361,middle,369.0,28377.89,9,7772,0.9085,0.0417,0.9824,0.7639,40,33,17,0.9412,0.1176,1.3116,0.1176,0.103174,8,0.0,
cFfc3eWRe2zHCbxkxY9QAAzfKpZRcASdEVTsnBhpump,surge,1788411105.0,-0.5185500000000001,middle,2644.0,42687.79,32,3473,0.0677,0.0115,0.9692,0.2194,40,39,29,1.0,0.0345,5.1166,0.9655,0.000289,8,0.0,
5JE9woUE5Ffa8f234NagtoCtJCrKixqcAt32J92NtgWU,surge,1788411105.0,-0.8241499999999999,middle,339.0,5136.05,2,859,0.2095,0.014,0.3399,1.0542,40,39,26,0.9231,0.1154,1.4322,0.5,0.002334,8,0.125,
CgDVzFiKAsoRtU5wbua3ZX8z4ww3hADdMoEsMPZCpump,liqctl,1788411105.0,-0.03385000000000005,middle,323.0,59935.49,4,2571,0.5581,0.0121,0.6317,0.5889,40,39,24,0.9583,0.0833,0.8703,0.1739,1.499657,8,0.0,
7zeifVjNCuXTyBvjh8BFwXUdAQdA3VB9GYN8sqqCpump,liqctl,1788411105.0,-0.01859999999999995,middle,349.0,45980.44,3,2478,0.0395,0.0198,0.8095,1.1674,40,15,6,1.0,0.1667,0.8418,0.0,0.690152,6,0.0,
4BnC5CCE9YHzkeSLaFb9jiyDeATn8zs9xd55EhFhaY9B,liqctl,1788411643.0,-0.018100000000000005,middle,345.0,47315.63,11,491,0.0448,0.0835,0.2342,6.5756,40,40,15,1.0,0.0667,0.9519,0.0,0.26577,8,0.0,
5hmkcAh38fJE2puy6oSLYLwexGoRX4M28rFLBMMbpump,liqctl,1788411643.0,-0.87905,middle,4503.0,10433.1,10,8408,0.0094,0.0107,0.9926,6.3261,40,40,21,1.0,0.0476,1.7793,1.0,6e-06,8,0.5,
5fnNpoCuZKBYP9QUMGe9Uf3de1kDCRPqD6xuXKfepump,launchctl,1788411953.0,-0.025800000000000045,middle,337.0,69481.8,3,1302,0.1928,0.0215,0.7972,0.7613,40,37,7,1.0,0.1429,0.8225,0.0,1.121419,7,0.0,
J2ZoL9uQaAKz2wahT44LgYpnBm6XYEuajoU76zE8GUhg,surge,1788411953.0,0.19455,middle,1412.0,174462.5,15,1686,0.2829,0.0053,0.6821,1.5221,40,40,35,0.8857,0.0857,1.9798,0.8,0.002426,8,0.0,
Qw7W7v9jmszkGK3EDc9hjFPygQoLrW4QtkhubYZpump,surge,1788412971.0,0.008650000000000047,middle,491.0,101161.56,25,2995,0.029,0.0204,0.8818,1.7043,40,38,8,1.0,0.125,1.6978,0.625,0.000189,8,0.0,
8sUkAnyFsxupW7Ki3VrkAzFn2wJzCM9Wz7HvN1oZpump,liqctl,1788412971.0,-0.022249999999999992,middle,474.0,102459.79,3,1415,0.1039,0.0283,0.7244,0.763,40,38,8,0.875,0.25,1.2658,0.25,0.330059,7,0.0,
8eScvqAh9t2VnpPRwrJpN7RSCubypNYM3Xhgo2nBpump,liqctl,1788412971.0,-0.05920000000000003,middle,700.0,41835.98,11,9711,0.6594,0.0124,0.9652,0.7311,40,19,11,1.0,0.0909,0.9578,0.1818,0.099654,8,0.0,
2tcG7xVUG2yBEh2DUWskM3mqmKRfqp33RxBRhJ7Vpump,wait120,1788413722.0,0.08555000000000001,middle,331.0,23396.37,9,6131,0.9016,0.0188,0.9615,0.858,40,39,24,0.9167,0.0833,1.3805,0.5417,0.102899,8,0.0,
82gqQee7xAECVHWC3oaYd4ZufynbJrZwVoRZ9GoLpump,liqctl,1788413924.0,-0.07655,middle,599.0,118190.54,4,1796,0.1748,0.0256,0.7767,0.6808,40,39,13,1.0,0.0769,1.2433,0.0,0.498219,8,0.0,
53ES5nUDRMYMLQXHyVYwntxvmWCyckVRXRWDkzUwpump,liqctl,1788413924.0,-0.03915000000000002,middle,412.0,30784.53,12,2316,0.2008,0.0332,0.7509,0.8871,40,17,8,1.0,0.125,1.3975,0.25,0.053928,8,0.0,
HnLsvoVuP9ZfwX3WtEYKpKXix2MQy5nzGY6sSg2Hpump,surge,1788414584.0,-0.134,middle,2611.0,41664.84,29,5188,0.0027,0.0056,0.9769,0.2733,40,40,31,1.0,0.0323,1.395,1.0,0.000214,8,0.0,
F5PtrAc9zbPj6cRzEVtFrygQu6UsqQ7YdHYiSqT31X4U,liqctl,1788414584.0,-0.02210000000000001,middle,939.0,46952.99,11,4794,0.3869,0.0046,0.8605,0.1322,40,40,16,0.9375,0.125,2.3955,0.25,0.036711,8,0.0,
12mAQMAQiTrPP1KrDvZGf87RfotRNoKtg8kGtnYwpump,wait120,1788415488.0,0.01639999999999997,middle,883.0,76771.96,10,535,0.071,0.0318,0.1178,0.7533,40,37,34,1.0,0.0294,3.8275,0.8824,0.002319,8,0.0,
Cto3ABZ1XnwWNximVxGs4mwwgNQtNxPDYmJB8HRwRDuL,surge,1788415488.0,0.8120499999999999,middle,1752.0,124202.25,11,2689,0.3499,0.0048,0.63,3.7434,40,40,31,0.9677,0.0645,1.8353,0.6774,0.002532,8,0.0,
74wENwxAGJH9Nbhku9j2WCjKiq36VjnQgZmg7uLLBsxD,liqctl,1788415488.0,-0.02849999999999997,middle,1352.0,56438.24,6,2832,0.3249,0.0049,0.8386,0.6886,40,39,17,0.9412,0.1176,1.4326,0.1176,0.060764,8,0.0,
2KzW3sMrXn6Qkpu4mhP5kryMsRKXcbmoJcf6xPPVpump,wait120,1788416669.0,-0.03149999999999997,middle,400.0,18855.51,7,6628,0.8555,0.0397,0.9484,1.7231,40,32,19,0.6842,0.2105,1.5309,0.4737,0.009972,8,0.0,
43NVyr2ATAB98aBcW7W3hVqJTTPjpDbLCdTXdP3FZSvj,launchctl,1788418307.0,0.2158,middle,535.0,86530.02,12,2451,0.3329,0.0033,0.4104,1.6753,40,40,34,0.8824,0.0882,1.5017,0.5,0.002497,8,0.0,
B86Ct43ztEna66jXbN5d6sWRnqDxLu2Tqiw8rsnfnMb5,liqctl,1788418307.0,0.63425,middle,661.0,66134.3,24,2733,0.3403,0.0037,0.4054,0.1747,40,40,28,0.9643,0.0714,1.1915,0.3929,0.188174,8,0.0,
Gqk4rMK8Uqar9u59MLwuXP7LkfCLozYdFmgwHkNHUdaY,liqctl,1788418307.0,0.17494999999999994,middle,1011.0,85483.13,18,4197,0.3178,0.0031,0.8625,0.189,40,39,25,0.92,0.08,0.5701,0.16,0.667573,8,0.0,
7UeUU7S3WKoGREhQWxafanSwgUsWLZ9XEQ3Xdf4AJQKX,liqctl,1788418307.0,0.21205000000000007,middle,945.0,149905.17,40,1874,0.3762,0.0059,0.6777,0.1615,40,40,24,0.9583,0.0833,1.0046,0.4167,0.832534,8,0.0,
DcxZYnRBF171nKzs1dd2gT2fCnLEJ6nqPRFt66WHpump,liqctl,1788418307.0,-0.21194999999999997,middle,457.0,136641.1,40,0,,,,,,,,,,,,,,,window beyond page cap
2BMRAum8jTFwFCHzq9wLxpaZZtZ1N1muWPxgVxZVpump,liqctl,1788419356.0,-0.030100000000000016,middle,551.0,104809.31,4,1810,0.1282,0.0387,0.6387,0.7775,40,37,13,1.0,0.0769,1.1517,0.0,0.374897,8,0.0,
BhEGTb6GUPKHkg1aHVB2E29ELeMWWG1biQr74SZtpc1H,launchctl,1788419799.0,-0.01705000000000001,middle,380.0,43749.18,1,323,0.0155,0.0186,0.0991,0.6866,40,40,33,0.7576,0.0909,0.0,1.0,0.002039,8,0.0,
FW5A2ny4WaHABSVpQK2FrigHacNfbg4mufFEsQ6kpump,surge,1788420149.0,0.05069999999999997,middle,976.0,95793.66,14,1269,0.0,0.0055,0.8802,0.4382,40,39,38,0.5263,0.1053,0.449,1.0,0.005002,8,0.0,
oZ9Jorij4o6ndG6jvRNwN1f3uhs15H1ps6dtNptF7gi,liqctl,1788420149.0,-0.027649999999999952,middle,375.0,29340.94,10,5376,0.5056,0.0037,0.9222,0.2585,40,39,18,0.8889,0.1667,2.2941,0.1111,0.054845,8,0.0,
DYEkHKCdssiHaUaHeE4yuAaT4FbgzhiLjCy265upump,launchctl,1788420615.0,0.007549999999999946,middle,316.0,15420.16,14,471,0.4904,0.0552,0.5775,0.5706,40,30,27,0.963,0.0741,2.7444,0.6667,0.00242,8,0.0,
HeJY3gwRvLZyknKv11qJ78cbt4aRPuKDy7YAHq3Apump,surge,1788420615.0,0.14040000000000008,middle,722.0,33019.63,40,0,,,,,,,,,,,,,,,window beyond page cap
JAdG38SUdirUEEpWmFdyLMYnS4JFUipgdV9UdtaqC5nE,liqctl,1788420955.0,-0.02839999999999998,middle,541.0,27558.76,10,5660,0.4799,0.0046,0.9392,0.0323,40,39,15,1.0,0.0667,1.942,0.2667,0.069873,8,0.0,
7LFV6S7dYEmjU7noBP5gDrh22doDUqpVavXeXtCDpump,liqctl,1788420955.0,-0.03354999999999997,middle,327.0,55912.68,3,1325,0.1223,0.0083,0.3698,0.6977,40,38,23,0.8696,0.087,0.9569,0.1304,0.72127,8,0.0,
EJPKHAHgSffPbehLCbozrHhXXiFiiE3gMuq86he3LovL,launchctl,1788421501.0,-0.85685,middle,334.0,8034.33,2,1010,0.1614,0.0366,0.5663,2.0022,40,40,19,0.9474,0.1053,0.8228,0.2105,0.025451,8,0.0,
CBNaXoPLoKcbSp6qWQCGkSC6ADtCzmC1YhFtaSispump,liqctl,1788422683.0,0.06109999999999993,middle,562.0,77638.08,9,1421,0.2709,0.026,0.7628,1.1824,40,39,18,0.9444,0.1111,1.4905,0.4444,0.055785,8,0.0,
CfvwFqrjDimhdMgY9uy25xQSu3LST4tv7u9ZxnRmpump,surge,1788423338.0,-0.06194999999999995,middle,1060.0,24950.15,25,2750,0.1851,0.0058,0.5233,0.3033,40,40,34,1.0,0.0294,2.2678,0.4706,0.012879,8,0.375,
GTmRSuqENCavU5BZvaZoSYJnhCmWmKk7GeMmv75CRH4H,liqctl,1788423338.0,0.27745,middle,360.0,21594.04,13,1738,0.3165,0.0115,0.5587,0.7548,40,30,19,0.9474,0.1053,2.2978,0.1667,0.059868,8,0.0,
SXYqdwdARc6xmfFvRUHgzsdaGVL6qtLVmMnCV6rpump,surge,1788423629.0,0.038249999999999895,middle,3863.0,742.3,24,7684,0.0,0.0056,0.9839,0.3867,40,40,16,0.9375,0.125,1.2112,0.9375,0.000309,8,0.0,
4KCsf2unhhbcFEatEvDvSNkCnJcVN3Dg59kerKeYYqB7,launchctl,1788424096.0,-0.80295,middle,383.0,18099.51,2,1488,0.3609,0.0605,0.7453,2.6001,40,40,11,0.9091,0.1818,1.3518,0.0,0.13837,8,0.0,
D1q8LheTdaTzJAzBK3gzYBFPp5w9WPy2BHkVmmqkxkdq,surge,1788424434.0,-0.19365,middle,472.0,4545.42,3,836,0.1041,0.0108,0.2691,0.6622,40,40,28,0.9286,0.1071,1.0988,0.6429,0.030186,8,0.0,
F3MtL2gyX77TYSut5mwxxksbLAXhividtzGqEHkzpump,surge,1788424434.0,0.010350000000000081,middle,578.0,3186.74,27,1097,0.0009,0.0137,0.7138,0.6038,40,40,31,0.4839,0.1613,1.8477,0.7742,0.001501,8,0.0,
7uUEpiKzVZ3zuuQJuNB4bZZ9XbK5A5bWVHLSqhF9r3n9,liqctl,1788424434.0,0.3010999999999999,middle,617.0,84739.38,8,1658,0.1375,0.003,0.0422,0.2765,40,39,18,0.8889,0.1111,0.5273,0.0,0.749159,8,0.0,
8uSrp69f2Qt1WyUiGwfXNSv52JXbjJoA2FVWmmwapump,wait120,1788425093.0,-0.661,middle,632.0,39944.76,13,5920,0.4618,0.0157,0.8902,0.5888,40,34,11,1.0,0.0909,1.28,0.0,0.509275,8,0.0,
CGNaDXzxd2pEx1cewPXMceCYoC8KjwQ65XsgwY5hBwTZ,surge,1788425362.0,0.1371,middle,844.0,21942.73,5,1361,0.0,0.011,0.1918,0.9317,40,40,37,1.0,0.027,3.1362,0.8378,0.002264,8,0.0,
GqrR58mZHKw6HK9bGLDVLyuu2EZfKUFSRU4p2sjJpump,surge,1788425362.0,0.34634999999999994,middle,1765.0,99300.36,32,2376,0.0109,0.0055,0.3013,0.1492,40,40,37,1.0,0.027,1.3271,0.1081,0.075007,8,0.625,
GhnUsGw5uC6bTY4Cwx9SwBUvVjhgXru6FwYyoi69pump,wait120,1788426512.0,-0.03090000000000004,middle,635.0,114799.11,3,1069,0.16,0.0253,0.7259,0.8781,40,39,23,1.0,0.0435,1.0386,0.087,0.912074,8,0.0,
FEbNF3bNjitdZRvHQysYarMzU3amLiS6VSdk9kdvpump,surge,1788426512.0,0.016350000000000087,middle,388.0,4313.46,15,1067,0.1649,0.0253,0.5689,0.5045,40,37,27,0.8148,0.0741,1.2132,0.0769,0.165004,8,0.0,
v4iV886RnEG1DgaiwX7MGndYMjCZVihTNyL9aTJpump,surge,1788426940.0,0.1279999999999999,middle,729.0,4653.55,21,1289,0.0,0.0062,0.3157,0.4707,40,39,27,0.7407,0.1111,1.1669,0.5926,0.007601,8,0.0,
3EFotDUaMcYTLTTtpGsu2ipF9zWpvHBL52CdiBTcpump,surge,1788428696.0,-0.01044999999999996,middle,1029.0,76006.07,19,1463,0.0752,0.0123,0.3042,0.4531,40,40,38,1.0,0.0263,1.8951,0.1579,0.057029,8,0.75,
8JRQk5sLdm3xsye29Ey66xRoAT9aeRXNMJgFZzfvpump,surge,1788428696.0,0.045050000000000034,middle,3363.0,784.65,26,5507,0.0002,0.008,0.9472,0.6044,40,40,10,1.0,0.1,0.7302,0.9,0.001407,8,0.0,
DjVGs3rLy6GVPD9NxfaDqfSHfwXoxz52xRDgSR6mpump,liqctl,1788428696.0,0.22294999999999998,middle,584.0,29665.75,40,0,,,,,,,,,,,,,,,window beyond page cap
Dqcbjp55i3HVj7NuYXLsHZJmL5CVWpY4YQmW5N88RemE,liqctl,1788429345.0,0.2842499999999999,middle,437.0,24746.23,12,634,0.1309,0.0158,0.0599,2.0733,40,40,25,1.0,0.04,1.3507,0.44,0.064918,8,0.0,
XMZUjVvSW7dRSSLQxnSz4NhX2nhmYffdjTSEt8wpump,surge,1788430897.0,0.020950000000000024,middle,386.0,82470.74,40,0,,,,,,,,,,,,,,,window beyond page cap
FCTbk7zLQWfDvULhvUD1mivmdEqFrQJU4s8eiFTRDb6N,liqctl,1788430897.0,0.21189999999999998,middle,331.0,55069.62,7,664,0.1205,0.012,0.3343,2.6194,40,40,21,0.5238,0.1429,0.4211,0.0952,0.576298,8,0.0,
EQgCweWhpaCi1iQEfTwnoJA7CZKLgqmTDdfn7eufYw6x,surge,1788431854.0,0.21744999999999992,middle,719.0,20153.44,8,1339,0.1942,0.0075,0.0433,0.3926,40,40,28,0.9286,0.0714,1.7245,0.7143,0.002113,8,0.0,
6FpciYYCEgeFrvQJ1BFjJW64ebX6R9qvxN7x8mmbpump,liqctl,1788432687.0,-0.020050000000000012,middle,3582.0,47439.86,10,6991,0.001,0.0074,0.9894,0.2252,40,40,29,0.931,0.069,3.9967,0.931,0.000228,8,0.0,
9ohAvXkzU6UTAn5vBRcD54AVvmo5vYHgCCZhAYE3nF7x,wait120,1788434416.0,-0.8588,middle,329.0,7092.55,1,775,0.0581,0.0606,0.5781,7.5659,40,39,22,0.8636,0.0909,0.5236,0.2727,0.063307,8,0.125,
Fj8dD9KUPD9YAJFBc9a8J2YkLx1Q8WdTH9mR4ZWTpump,surge,1788434416.0,0.2790999999999999,middle,424.0,64560.23,29,1628,0.1235,0.0111,0.4091,0.66,40,40,27,1.0,0.037,0.9944,0.1481,0.554171,8,0.625,
JEBNRdDb1XnjCeNYyiD3DgfPEwYkAa1D39QY6tSQpump,launchctl,1788435750.0,-0.84855,middle,1215.0,66019.34,24,17679,0.6193,0.0124,0.9694,0.4439,40,12,7,1.0,0.1429,1.4742,0.0,0.12538,7,0.0,
7hENxrrQsjHA5NJ6s28BzFrjgSxSz33nWmJHc8NtxYvF,wait120,1788436621.0,0.08210000000000006,middle,973.0,73381.53,16,1347,0.4462,0.0215,0.8834,2.6709,40,39,18,0.9444,0.1111,1.0652,0.4444,0.15984,8,0.0,
6LhmMoixtpCgV5Bg8RXDnnchejPvhErGKhn3ufitpump,surge,1788437550.0,0.049449999999999994,middle,841.0,4303.77,6,1222,0.0,0.0041,0.2635,0.4624,40,40,33,0.7273,0.0606,1.1807,0.7273,0.0062,8,0.0,
ASWpdof1y9cba6vPB6TJwA9gbBcffFqRyosxnaunpump,surge,1788438391.0,0.06729999999999992,middle,315.0,720.3,40,0,,,,,,,,,,,,,,,window beyond page cap
As6ZxTeZRnqamMyHkgjkedyu7DV5zgK5LerLUSRpump,surge,1788438521.0,0.06555,middle,688.0,1896.11,13,791,0.0885,0.0202,0.3856,0.9175,40,40,38,0.9737,0.0526,1.8063,0.7632,0.000153,8,0.0,
8HHXyY2AovF4kWzLt3PW8UhWmtrusbxUTWFwLsqGpump,surge,1788441027.0,-0.60145,middle,2864.0,34637.74,21,4700,0.0051,0.0057,0.9474,0.2376,40,40,30,1.0,0.0333,2.7848,0.8333,0.000224,8,0.0,
Dkcbu5UmbpRfMbNBozdBLvReUHX7tdroScZ5CfdWpump,surge,1788441027.0,0.017349999999999977,middle,770.0,2295.34,17,1174,0.0009,0.0051,0.494,0.4598,40,40,32,0.6562,0.0938,3.6361,0.9062,0.00535,8,0.0,
9eECz3PAyTTYr1YR8B41EAzGCk6bQW6BkFMovLpCpump,liqctl,1788442424.0,-0.03854999999999997,middle,1028.0,80823.48,40,0,,,,,,,,,,,,,,,window beyond page cap
Nkb5DVdrbXDHSjwYjR4yCDF9eYw1JJv5PtTxYqWpump,surge,1788443365.0,0.00029999999999996696,middle,416.0,1193.72,17,673,0.0,0.1798,0.2095,0.5143,40,38,31,1.0,0.0323,0.326,1.0,0.003931,8,0.0,
BiaV4T8DwGKsLghZFd7m663UPHs9yY2HGhRaKFG6pump,surge,1788445344.0,0.038149999999999906,middle,4203.0,857.48,20,8020,0.0,0.011,0.985,0.4676,40,40,17,1.0,0.0588,0.9256,0.9412,0.00041,8,0.0,
