mint,arm,entry_ts,ret,label,m5_buys,vol_m5_usd,pages,sig_n,sig_fail_share,slot_max_share,slot_dense_share,iat_cv,parsed_n,swap_n,buy_n,uniq_buyer_ratio,top_buyer_share,size_cv,size_dup_share,median_sol,wallets_checked,fresh_wallet_share,note
9VEpuoCRJxHddJmgzuHHCSbGoXaubRSaVu8jNxKcpump,liqctl,1788437550.0,-0.96095,dump,346.0,91824.38,3,80,0.1625,0.25,0.3,2.1577,40,40,13,1.0,0.0769,1.9593,0.6923,0.004918,8,0.0,
5sBDA9wWaHxohkEvTpfE67jATF8iba75oq6Kh38rnSj4,surge,1788438521.0,1.01885,pump,824.0,23181.77,7,1331,0.2201,0.0053,0.0248,0.3237,40,40,32,0.9688,0.0625,1.526,0.6562,0.002116,8,0.0,
9MEKmnNZb1xjBCTQ9wjAicZNJ7qi9Zkur8QDaW4E5AWC,surge,1788438521.0,2.00415,pump,977.0,32984.01,7,1518,0.1219,0.0053,0.0395,0.3129,40,40,30,1.0,0.0333,2.3141,0.7667,0.002115,8,0.0,
2joVnZXugemb9AK4VpS4zs9jjaFtUPBtDrnPCTr6HcxV,surge,1788438711.0,1.09505,pump,836.0,28026.63,10,1382,0.2185,0.0094,0.0535,0.6214,40,40,32,1.0,0.0312,1.9082,0.6562,0.002109,8,0.0,
ujL4tkT92ZR9MBuWHNdrLkZnr162Tup9SSuac3Mpump,surge,1788438711.0,1.0539,pump,365.0,81040.12,14,504,0.0258,0.0079,0.0079,0.8014,40,39,27,0.963,0.0741,0.6701,0.2222,0.9,8,0.875,
AHnS4obCunZFk58ArD5pNZviPrJ6zfojj4QmbNZUpump,surge,1788439261.0,-0.99975,dump,749.0,3785.89,3,1233,0.0008,0.0057,0.1079,0.4274,40,40,25,0.72,0.12,1.1144,0.4,0.008001,8,0.0,
4bwwvy6cUudVG14pD8Jsj1iQp7zybzyHPdyREJx9ckZS,liqctl,1788441737.0,-1.0,dump,613.0,120317.58,6,1572,0.1794,0.0115,0.3817,1.1581,40,40,23,0.913,0.087,0.5387,0.087,0.629958,8,0.0,
9ib4Bjjc5VDEPQPyUAZevYCbjnuAc2ZdQ7eUEEpR35jp,liqctl,1788441737.0,-1.0,dump,1267.0,123112.26,7,3360,0.3524,0.0095,0.7786,1.1443,40,40,25,0.96,0.08,0.9241,0.32,0.434894,8,0.0,
AhiGQpTS2ykeVT5STJzdQjHT5s49sbyunsPGpg4vGYVm,liqctl,1788441941.0,-1.0,dump,830.0,268541.0,11,1902,0.3948,0.0116,0.7944,2.8325,40,40,28,0.9643,0.0714,1.26,0.3929,0.119391,8,0.0,
6ayUpiPn9JtFycCingzSu7NjdExCouCgT4RDrG2P9tDb,surge,1788442424.0,-0.99995,dump,386.0,3799.61,2,571,0.0,0.0088,0.0368,0.7203,40,40,32,0.9688,0.0625,1.1594,0.7188,0.002072,8,0.0,
HGTgk1VG31x8kRpBdLYYXSjYNMhnNkQ8SD7CAzC2MJi,liqctl,1788443365.0,-1.0,dump,920.0,85063.16,9,3007,0.3462,0.007,0.719,1.0821,40,40,26,1.0,0.0385,1.133,0.3462,0.171101,8,0.0,
9ApiXAGVCU6y32hNWCGq2iDgU97giBePvFV5yaH3eG9x,liqctl,1788444916.0,-1.0,dump,960.0,117773.74,8,2458,0.3678,0.009,0.5688,1.0826,40,40,29,0.9655,0.069,1.3512,0.5517,0.002309,8,0.0,
2iRyHD6Wf3So17eYyqhWDdrZvSP9XzsZvY4iJQwzpump,surge,1788446400.0,-0.9815,dump,998.0,78701.23,8,1527,0.0851,0.0269,0.3405,0.4664,40,39,34,1.0,0.0294,2.4294,0.4118,0.055874,8,0.875,
Aii7spumLDPQPwdTcocZeUJU13W9NifsbkdJC7cxpump,surge,1788446400.0,-0.9979,dump,895.0,309627.61,5,1064,0.0338,0.0207,0.5526,0.4947,40,37,30,0.7333,0.1,1.6233,0.6333,0.007257,8,0.0,
F2YTPdue4KAJSe2MsYoaR7N2mDq3veFfrktt23r8pump,liqctl,1788447111.0,-0.90955,dump,1683.0,143846.2,40,0,,,,,,,,,,,,,,,window beyond page cap
33N4rurLj9XnMDC3e87EQj7bhUaVkFuFMAsUgg39qcqM,surgeliq,1788447416.0,1.14715,pump,503.0,15380.49,7,775,0.2929,0.0232,0.2477,1.4127,40,40,26,0.9615,0.0769,1.595,0.6538,0.002113,8,0.0,
5e3DsMVN1X5hQaf6DRksJCyCPtpAYxrrkPtpXK4UWEU4,liqctl,1788448014.0,-1.0,dump,559.0,168468.78,3,1368,0.3501,0.0095,0.5022,1.2413,40,40,25,0.84,0.12,1.1275,0.36,0.062686,8,0.0,
DZmazgNXXUVkhhLsZefAYUYvMS1wamkZgMYUrzFgpump,surge,1788448624.0,1.249,pump,1885.0,50283.23,35,3507,0.2221,0.006,0.7089,0.3042,40,40,36,0.9167,0.0556,0.8955,0.6389,0.013836,8,0.625,
E5KnLTkRFKkoRHfrX4k9SRqcAQDHCQ1a9iBuktPPTagr,surge,1788448624.0,1.2736999999999998,pump,617.0,68911.04,8,1931,0.3563,0.0161,0.6789,1.3699,40,40,39,1.0,0.0256,2.5012,0.7949,0.002116,8,0.0,
5QbEehu9e3P6yrCw7Kk6KtH34vPQPXgMBMrDVxsLJLse,surge,1788449574.0,-1.0,dump,1032.0,185793.87,6,1164,0.4897,0.0275,0.7904,1.7313,40,40,31,0.9677,0.0645,1.5738,0.4839,0.002571,8,0.0,
5U6AQEszBAK5ivQPRogd4T15p7EpeeModKEvf2oHbqmc,liqctl,1788449869.0,-1.0,dump,665.0,114577.9,11,4347,0.3996,0.0099,0.9443,0.9152,40,40,24,0.9167,0.0833,0.9644,0.3333,0.746853,8,0.0,
3ABWiwN2PPQzTyH4nVSSf67SAz9LwgsBYoVGx2HXejjk,liqctl,1788449869.0,-1.0,dump,820.0,71745.43,9,2050,0.4415,0.0156,0.8059,1.7611,40,40,28,0.9643,0.0714,1.2545,0.4286,0.15175,8,0.0,
5pTh8Xuzpowh2RghMVwfdNFSdiThTE37nvdNd1Xbpump,surge,1788450250.0,-0.90785,dump,322.0,6803.7,2,803,0.2889,0.0523,0.4172,0.8522,40,39,31,1.0,0.0323,0.7101,0.129,0.11727,8,0.25,
2kURZAw2f1paNAkcWV4iS9XREadRjrthhTYbTNxSHVGn,liqctl,1788450250.0,-1.0,dump,1023.0,223342.85,12,2829,0.3715,0.0095,0.7508,1.2024,40,40,29,0.931,0.069,1.2506,0.4828,0.073523,8,0.0,
DX88KdJkvXzm6dAvMzjpPQDxdWdAmAPkP1cmjbfPWV5i,liqctl,1788453605.0,-1.0,dump,940.0,106819.82,9,2367,0.357,0.0084,0.643,1.3772,40,40,27,0.963,0.0741,1.0043,0.4815,0.26562,8,0.0,
FPGMWiaf6qpqBAx6ZcbbkBiyme4j9mja9wBiJZZRuABB,liqctl,1788453605.0,-1.0,dump,1244.0,180984.04,10,3311,0.4035,0.0103,0.8744,1.3757,40,40,27,0.9259,0.0741,1.5676,0.5185,0.002553,8,0.0,
4NEMzubrrcXtkGM97SAKNJKhbSoJVGPdMdSwKE1KEHsw,surge,1788453834.0,-1.0,dump,472.0,5351.27,4,687,0.1063,0.0073,0.0204,0.4118,40,40,39,1.0,0.0256,3.0083,0.8974,0.002101,8,0.0,
AF75nDS6oVnSvZM5q24bQecRaruy4mHjUYJTm4pipump,surge,1788454644.0,-0.98805,dump,1380.0,146457.72,17,2820,0.2631,0.005,0.522,0.175,40,39,29,1.0,0.0345,1.4133,0.2069,0.034029,8,0.375,
5ejL79d7izxwyxz1eLK41hrCZdY8HsPsqYR7Fticp2E,wait120,1788454779.0,3.0919,pump,335.0,30505.29,10,447,0.1454,0.0157,0.047,1.885,40,40,29,0.9655,0.069,1.566,0.6552,0.002109,8,0.0,
FsMM8hMqz4fQhKfAv3beqGz5oiJWtXNdmdt3hQskpump,surge,1788455570.0,1.0264000000000002,pump,402.0,18078.29,40,0,,,,,,,,,,,,,,,window beyond page cap
HKBbjr72nrEZuLL2tUbzx4CneNmwVrwTzTVxeBJmpump,surge,1788455570.0,1.05255,pump,1509.0,59532.4,40,0,,,,,,,,,,,,,,,window beyond page cap
9MPz9x4uR7v29kzFUccL5kNRuZCxv5bjgZJAoLVVELbW,liqctl,1788456798.0,-0.9884,dump,680.0,38514.63,9,2672,0.1781,0.0079,0.6295,0.3004,40,40,17,0.9412,0.1176,1.9776,0.2353,0.121887,8,0.0,
BBLZvX7q4TzR23iXHFP5RdeCv7MfyWohrw3czmeDpump,surge,1788457200.0,-0.9525,dump,1299.0,60996.71,4,1740,0.1126,0.0253,0.7213,1.7691,40,38,26,0.8846,0.0769,1.891,0.5,0.005394,8,0.25,
8b4sBUgf1cmtuRsRJ27KkEmXERNLizHWC79XgWNZpump,liqctl,1788459039.0,-0.92735,dump,341.0,31590.63,7,1446,0.4972,0.0124,0.6335,0.9716,40,31,13,0.9231,0.1538,1.3455,0.0,0.0931,8,0.125,
2Fak7EeWBydxfMyWdG7moUmRJS7vcDyWbjH958kSUfgP,wait120,1788459820.0,1.7637999999999998,pump,445.0,13135.94,16,687,0.1747,0.0073,0.0437,0.647,40,40,31,1.0,0.0323,1.2711,0.4516,0.047784,8,0.0,
3HcHtdZmoPVRGWfWn2fxGfz3ADZfGBCJ2QzM8JPQZePb,surge,1788459820.0,-0.99995,dump,344.0,4380.4,3,562,0.1744,0.0125,0.1032,1.1789,40,39,25,1.0,0.04,1.3422,0.6,0.002314,8,0.0,
6LdPNiE54xPXnZD1EoZ5pCfaZJ3HDd2TRtd7VeAVdt7V,surge,1788459820.0,1.75595,pump,411.0,41091.09,23,697,0.3558,0.0201,0.3945,2.6535,40,40,34,1.0,0.0294,4.063,0.9118,0.002446,8,0.0,
3jEwDDDwdCanxfQUoucnFtkbifeJ4HhjqKDqbPjPaQz8,liqctl,1788460763.0,-0.99095,dump,1149.0,85540.01,9,2085,0.2115,0.0062,0.7118,0.2859,40,38,19,1.0,0.0526,2.333,0.0,0.081104,8,0.0,
35tW2ByvztvehfSXgx3qM4SokmFergQQydk1BZUH8u6j,surgeliq,1788461569.0,1.1467,pump,946.0,157130.92,11,1580,0.4437,0.0127,0.7684,1.3465,40,39,28,0.8571,0.1429,1.4868,0.5357,0.002564,8,0.0,
GHjzyv8eDtsfLFsfoiJE1LQpifAVViup458PVRXuBbxW,liqctl,1788462160.0,-1.0,dump,1201.0,138450.63,7,2779,0.4261,0.0112,0.9136,1.4377,40,40,26,0.9615,0.0769,0.9901,0.3846,0.461438,8,0.0,
4WrkL2H6FVVCtwKm81CFAiG6fj9ca2DTSb7s14strGU5,surge,1788462550.0,1.3288000000000002,pump,407.0,15406.1,8,1460,0.2897,0.0103,0.3452,1.2742,40,40,36,1.0,0.0278,3.3736,0.9167,0.002247,8,0.0,
RP2szJ3eFbqLpCJUwS5AxX3pJB1mNqcQSVo4Lhgpump,wait120,1788462966.0,1.1737000000000002,pump,469.0,40414.69,6,1171,0.1085,0.0111,0.3117,0.6887,40,38,22,0.9545,0.0909,1.0926,0.0,0.369155,8,0.0,
FpTtF5ZbEhYaUfHfrAfWemH9X4V3K8p3o2TAs54LrcXg,surge,1788463188.0,1.6068500000000001,pump,1822.0,201952.76,17,3055,0.3313,0.0108,0.7993,1.4563,40,40,36,1.0,0.0278,4.2079,0.9167,0.002387,8,0.0,
3FE53ZuTw4iU4JSKkMikZpJgndP1HZhtpUcPPDwiGUgi,surge,1788464201.0,1.3808500000000001,pump,683.0,25671.56,9,917,0.301,0.0174,0.3959,1.3534,40,40,37,1.0,0.027,3.7624,0.8919,0.002364,8,0.125,
J7pXfkpsGe5ALy3Rtz7UR531h4eJfcULSU7FoNGhpump,surge,1788466097.0,-0.9997,dump,359.0,4447.71,3,644,0.0575,0.0388,0.1724,0.5137,40,39,22,0.8636,0.0909,4.3863,0.3636,0.042537,8,0.0,
4KrhzskiejbhL8R43nX6fs3VaUnCBEjy1YcACVhkKnpc,liqctl,1788466367.0,1.7441499999999999,pump,311.0,89272.0,9,1218,0.4581,0.0131,0.5509,1.72,40,39,22,0.8636,0.1364,0.5418,0.0,1.325379,8,0.0,
HHJSeY8m6a8YtEMpn1dJK2gbtHh8J6GEhKHk2wyum9n2,wait120,1788468745.0,-1.0,dump,878.0,163535.1,4,1694,0.4994,0.0195,0.9723,1.3789,40,39,29,0.9655,0.069,1.2089,0.4483,0.112412,8,0.0,
H7L3oDyyQBhcHM5CRu8ndbVLMSQMBZotnJisPzVfhyZZ,launchctl,1788468745.0,2.4614,pump,2280.0,211252.58,40,5946,0.6297,0.0314,1.0,0.0,40,16,11,1.0,0.0909,0.8259,0.2222,0.20001,8,0.0,
2HR7Xybxs3zKxP9oPMPpfwEK8FVJPFyx7oZDVJZ2jym2,surge,1788468745.0,-1.0,dump,952.0,274189.58,6,2097,0.4492,0.0119,0.8412,1.808,40,39,23,0.9565,0.087,1.2566,0.3913,0.061253,8,0.0,
5a9wFW6oSjeTkEoV1a2e5Tifvva9TXQeHze46MYZHJTF,surge,1788473108.0,1.8603999999999998,pump,452.0,7329.3,8,1498,0.285,0.0107,0.3605,1.3125,40,40,34,1.0,0.0294,2.4534,0.8529,0.002342,8,0.0,
24rsex5mczSgz6HPzqi3vLnGrpcp2a4qJvgQNrfj39Uq,surge,1788473856.0,-1.0,dump,922.0,98589.96,5,1572,0.383,0.0095,0.5598,1.2837,40,40,30,0.9667,0.0667,1.7572,0.6333,0.002435,8,0.0,
HiAdHBJmVM3pLiS9L2ERjMq6tvroYypcujS4DPSxfTo4,liqctl,1788474215.0,-1.0,dump,863.0,246389.85,8,1258,0.4928,0.0167,0.849,1.6913,40,40,20,0.95,0.1,1.4201,0.4,0.033505,8,0.0,
BsrJXGWf3d7GuKjVTWmCQ8J9nKUXYT74mVCNpw65qvQM,surge,1788475135.0,1.64845,pump,1006.0,10720.22,5,1276,0.1207,0.0039,0.0071,0.2002,40,40,40,1.0,0.025,4.1549,0.925,0.002106,8,0.0,
6KiGhqN9Wm35kdp5UkTc8T1Dqwm9owWLav7kfQ221mhU,surge,1788475396.0,-1.0,dump,571.0,35573.36,4,1476,0.2473,0.0088,0.4112,1.3015,40,40,35,1.0,0.0286,2.5062,0.8286,0.002412,8,0.0,
CyD577ebTxTbxEYsuPn2fa7YhwsArHA4ZHTxYRQd6yiH,surge,1788475923.0,1.88565,pump,1031.0,237603.89,12,3093,0.473,0.0074,0.9263,1.4253,40,40,29,0.8966,0.069,1.6388,0.6897,0.002307,8,0.0,
5wnETucZEbkqxudzEmeT2MQoWx5TMyd3kJLvUHziW5ie,liqctl,1788478620.0,-0.9987,dump,774.0,175874.1,15,3650,0.4945,0.0099,0.9299,1.2774,40,40,21,0.9524,0.0952,1.1244,0.4762,0.176864,8,0.0,
HZMYxgGU32q9Nj45Gc2ELtTaDJ3duv5hz7usRG93zkTK,surge,1788480829.0,1.8262,pump,646.0,40116.72,6,1156,0.1548,0.0078,0.0545,0.4799,40,40,28,0.9286,0.0714,1.6856,0.7143,0.001928,8,0.0,
HpsWcj4ct7gXNGaG93TiHLMKTK4EhtF1yc56QboUaiyn,surge,1788481644.0,-1.0,dump,1197.0,45811.69,5,2925,0.3104,0.012,0.6961,1.245,40,40,37,1.0,0.027,2.7991,0.8919,0.002228,8,0.0,
CKzYjmsQ1HjMUYcvE1PMwRMypkLj4gzZ4fHvFeC5QSoy,liqctl,1788481644.0,-1.0,dump,745.0,219948.82,9,2765,0.3711,0.0127,0.7016,1.2324,40,40,27,0.963,0.0741,1.8438,0.5556,0.001915,8,0.0,
CFtf1H9ijkXgJASRrzkVnsiKVRfLNMp7RNc9xLFgdyrC,liqctl,1788481644.0,-1.0,dump,534.0,197783.74,5,2750,0.2942,0.0098,0.6949,1.2385,40,40,25,0.88,0.08,1.0366,0.28,0.176186,8,0.0,
HtqbFYQU4xjdoC4k6DvguJuhN2B4okGpCVTJqKLsrGwk,surgeliq,1788482212.0,-1.0,dump,871.0,103184.58,9,1561,0.3549,0.0135,0.6143,1.5688,40,40,32,0.9062,0.0938,1.7457,0.5938,0.002294,8,0.0,
7yjKKGtbU82aNuXEPQWChJyVyT83ixtEjFzWYeacuYWA,surgeliq,1788482212.0,5.9628,pump,556.0,32857.17,7,853,0.1524,0.0047,0.0281,0.9832,40,40,26,0.9615,0.0769,1.6997,0.6538,0.001922,8,0.0,
D5Usczh1tfTCK9a6hNT7RwbzmoeQAevadXx1XjgobV1Z,wait120,1788482675.0,-1.0,dump,344.0,11309.76,2,428,0.2407,0.014,0.1075,3.7969,40,40,33,1.0,0.0303,1.7731,0.6667,0.001924,8,0.0,
3rsyj53Bg8KLsJim1Bnfg8REWuFebuepDUTeBR6hHc3h,launchctl,1788482675.0,-0.99995,dump,350.0,4035.48,2,452,0.1394,0.031,0.1239,0.6375,40,40,28,0.9286,0.0714,1.4397,0.5714,0.00211,8,0.0,
AAg8bWXBQN9pspwhmiMXqdM3RFGT1dMEkYrkb3o3CVhh,liqctl,1788483512.0,-1.0,dump,1067.0,135385.55,6,2216,0.185,0.0181,0.8759,6.2674,40,40,20,0.95,0.1,0.7011,0.1,0.508077,8,0.0,
5msYT5ZbfkrkCYpg1tedVijWigR8qtRtbu7U1BHQw9FM,liqctl,1788483512.0,1.7094,pump,330.0,367609.82,10,791,0.3439,0.0177,0.445,4.022,40,40,20,0.85,0.15,0.5979,0.25,2.596887,8,0.0,
HsQvo6XaQdisgmqoRU38GbTDcTTmNXjrfTd4bGs3hC89,surge,1788483798.0,-1.0,dump,488.0,5254.85,3,644,0.1289,0.0109,0.1646,0.6758,40,40,30,0.9,0.1,1.6021,0.6,0.002131,8,0.0,
B3ngy3RLyDN2QgNry4zW17ZRFqcHhHRaEfuA44nTvcnz,liqctl,1788485146.0,1.5154,pump,339.0,64940.53,21,3792,0.379,0.0105,0.9048,1.3716,40,40,25,0.96,0.08,1.1008,0.32,0.618776,8,0.0,
7FU72PeS5uAXfYHsstPgHDrxt7YBwwNq4ynRCshuZz5A,surge,1788485705.0,-1.0,dump,1027.0,135766.75,6,2775,0.3449,0.0094,0.7441,1.3134,40,40,21,1.0,0.0476,1.2722,0.381,0.095825,8,0.0,
BzvMXePvoKtBK7KrH8AjCoaii2efwPCQubRdThXjCiNt,surge,1788486107.0,6.0527,pump,1022.0,236875.28,22,2749,0.4784,0.008,0.8367,1.7403,40,40,25,0.96,0.08,1.4724,0.6,0.002311,8,0.0,
AKaSFwciKPJq5NNUjy29d4zEFxZuat4y43W7bEPHK4N9,liqctl,1788486107.0,1.029,pump,1113.0,152654.03,20,2957,0.3666,0.0081,0.7859,1.2804,40,40,29,0.8966,0.069,0.9349,0.3103,0.44622,8,0.0,
9M1BjQud1Fo4GK99ygRdoqqHANauVLsZLUHCyWniD81R,launchctl,1788486945.0,-0.9989,dump,313.0,3580.51,3,435,0.1379,0.0161,0.1471,0.5699,40,40,32,1.0,0.0312,1.5596,0.7419,0.002061,8,0.0,
F6nFYuUC47awLvmbgpmRkMAT1CLKn5PzFYF93zLhjiYA,surgeliq,1788486945.0,-1.0,dump,889.0,4059.85,7,987,0.1327,0.0091,0.0608,1.1156,40,40,37,1.0,0.027,2.1254,0.973,0.001918,8,0.0,
Dz9eecdMe8go7HytYEkjvXNn8tVTYNozVWeNSdBe1ms1,liqctl,1788486945.0,1.30185,pump,785.0,113889.59,27,2100,0.4224,0.0138,0.8995,1.506,40,40,19,1.0,0.0526,1.2058,0.5263,0.002158,8,0.0,
5YNmCgzFqg6VLUPdiPYxgmMUAuub8KgNCtMxA38sVMrC,liqctl,1788488085.0,3.3102,pump,1257.0,206412.46,36,2588,0.5255,0.0143,0.9532,1.5829,40,39,21,0.9048,0.0952,0.9554,0.381,0.740679,8,0.0,
DFeVaZpjheY23JPGEeXHmNHZqptYAEbLsxa9JyznKj7Q,surge,1788488440.0,1.5632000000000001,pump,945.0,6229.55,9,966,0.119,0.0062,0.0569,0.9098,40,40,34,1.0,0.0294,4.7302,0.9412,0.001913,8,0.0,
Hwy9Tj1orw9E4wf29kJenGYzYVy1d3vjw5zMBpikro6m,surge,1788489123.0,1.3664999999999998,pump,852.0,56505.47,12,734,0.218,0.0163,0.3678,1.5697,40,40,32,0.9688,0.0625,2.4922,0.8125,0.00214,8,0.0,
6uWaq6FbKxBxLHRC7NraMGzgg8aus7depSPw9HS5MJfa,surge,1788489123.0,-1.0,dump,401.0,80849.28,5,986,0.3489,0.0081,0.2961,1.5797,40,40,32,0.9688,0.0625,2.584,0.8438,0.002714,8,0.0,
5uTNyjCYEhqWAyNiMT9Vp7mwaNMxKuPiWadEHuF5KG1F,surge,1788489698.0,-1.0,dump,532.0,10081.71,3,663,0.1071,0.006,0.006,1.83,40,40,36,1.0,0.0278,2.0398,0.7778,0.001922,8,0.0,
7Qj4ec9NMLHmTm1JRusuhDjfHgphjC7ofXaGKzT1pump,surge,1788491939.0,-0.99995,dump,837.0,2837.94,6,1307,0.0,0.0061,0.5073,0.4784,40,39,30,0.7333,0.1,1.4802,0.8667,0.0063,8,0.0,
A9qaq2oNojk47mkyr1b58qZvd1yFm9M17q1vRoUa2Ekc,surge,1788492663.0,-1.0,dump,1273.0,204582.5,11,2086,0.3969,0.0105,0.8317,1.9391,40,40,30,1.0,0.0333,2.0785,0.6667,0.001918,8,0.0,
ENX4rjFFpyzBKXrMHr63C9cmaemGwTb4CeTfch2jwUDV,surge,1788492955.0,-1.0,dump,731.0,95251.58,7,3077,0.4852,0.0081,0.7998,1.1144,40,40,33,1.0,0.0303,1.6808,0.6667,0.002287,8,0.0,
9YbAU2nfPwmvMfsNjqcMq24ZPYJGWxKtTSdEgDPVDVHr,wait120,1788494302.0,-1.0,dump,875.0,230742.57,8,1458,0.415,0.0199,0.906,1.3694,40,39,21,0.9048,0.0952,1.2682,0.2857,0.108648,8,0.0,
CL5uazPESP4Yoyx8sEiE3j2FWogz3G5AdFRP5Hvpo5KP,surge,1788494654.0,1.2824499999999999,pump,474.0,7304.42,7,552,0.0888,0.0054,0.0,4.396,40,40,36,1.0,0.0278,3.0024,0.8611,0.001919,8,0.0,
E6TW7PdGZrFJUy3CRm8Jm5Kf61aHf2MWDc9HHaSJJPtn,surgeliq,1788495945.0,1.1323500000000002,pump,1201.0,124252.61,18,3570,0.4905,0.007,0.9092,1.2003,40,40,32,0.9688,0.0625,1.4858,0.5938,0.002076,8,0.0,
BxBM4nFnjkrYNzUSyVgS9cT5eyH9BJiJADJP1bi2rF3d,launchctl,1788497738.0,-0.90195,dump,391.0,11009.89,2,1393,0.2828,0.0359,0.7882,1.2413,40,40,18,0.8889,0.1111,0.9286,0.2222,0.090083,8,0.125,
ECqfLp9BwXbpRjsd4JHeGoeysBRbuJgrXvP8vzqDTEML,surge,1788497738.0,1.2945000000000002,pump,336.0,8406.55,10,1173,0.1671,0.006,0.0162,0.2919,40,40,28,1.0,0.0357,2.2041,0.75,0.001923,8,0.0,
4jSqB9NDVwtp7EpJoGcJqqDLt14unqMCRBiHb6kDLgK5,surge,1788499271.0,-1.0,dump,947.0,110649.66,8,2637,0.3629,0.0095,0.7357,1.2791,40,40,30,0.9667,0.0667,1.3928,0.5333,0.002368,8,0.0,
5KDVFAdQLLM9y5aAdUH4vfr9nW6W8iHKGYhb1XrgfNY5,surge,1788499271.0,-1.0,dump,734.0,21498.25,7,1332,0.1869,0.006,0.048,0.4123,40,40,32,1.0,0.0312,2.4627,0.75,0.001926,8,0.0,
75V8wnZLPYFsvcFeThdUf9DHGjDxBW2vuhbKtEM2pump,liqctl,1788499271.0,-0.97585,dump,493.0,109633.6,6,1463,0.1388,0.0096,0.4874,0.9574,40,39,23,0.9565,0.087,0.8753,0.087,0.709887,8,0.0,
5wgJKGN5cxHscFC6S7C6ZvrWnkJrButnJHboMd8Paz7v,launchctl,1788500103.0,-0.9824,dump,1036.0,38675.04,11,1292,0.2175,0.0178,0.7051,0.8499,40,39,21,0.9048,0.1429,2.4051,0.8095,0.0001,8,0.0,
6rkuAFLppWDp9CibQrgqbYV2d7hysi3y6c2n3YTUbNFT,launchctl,1788500103.0,-0.98105,dump,2056.0,35565.61,18,3692,0.1541,0.0106,0.9865,0.776,40,40,13,0.9231,0.1538,2.3902,0.8462,0.001,8,0.0,
Fh3PckgoykjPZRmdn4VKxpgi33Tyi3VNEd3WFjSfg2HT,liqctl,1788500465.0,-1.0,dump,629.0,85077.15,8,1232,0.3425,0.0203,0.7646,1.5974,40,40,25,1.0,0.04,1.408,0.56,0.002345,8,0.0,
DQiSbPsMRYCMwkkhhH66B4fKBz5EJwmo78d9U9CXpump,liqctl,1788501197.0,-0.97965,dump,499.0,57609.63,4,1307,0.101,0.039,0.7085,0.7192,40,38,19,0.8421,0.1053,1.1231,0.1053,0.206839,8,0.0,
Adj1ifh36PF8g9PFLrE2WpHRwBGD75BJ2Wc9PaHd89BA,launchctl,1788502184.0,-1.0,dump,618.0,21722.78,3,1108,0.2527,0.0894,0.6327,1.9496,40,39,16,1.0,0.0625,0.6934,0.0,0.140762,8,0.125,
J8MLXnhuAAmoZ4fcAHYtkTKtd55raohwynTyFcDWpump,surge,1788502184.0,-0.97325,dump,4084.0,55508.51,14,3066,0.0117,0.0108,0.9661,0.3166,40,40,34,1.0,0.0294,3.3579,0.8824,0.002013,8,0.0,
23g7yTiFKFz1wYPcC2LFB96wBUkJ2TjS4D2rFeq5pump,liqctl,1788502184.0,-0.96925,dump,812.0,125161.03,5,1750,0.1137,0.0509,0.6977,0.698,40,35,17,1.0,0.0588,0.8781,0.1176,0.802066,8,0.0,
EpMUGULDcwju98X1ZvEnM7k2ZxdCcFDY9BtawR4DLGrN,surge,1788502483.0,2.3162,pump,463.0,8619.17,9,1338,0.1682,0.006,0.0628,0.3729,40,40,37,1.0,0.027,1.7364,0.7027,0.001927,8,0.0,
7kTECD95tx79hA1fHxyifpHAREQv9kopFt3GifW33Wg5,surge,1788502483.0,-1.0,dump,936.0,69592.53,5,2658,0.3717,0.0075,0.7088,1.4377,40,40,36,0.9722,0.0556,2.4183,0.8333,0.002223,8,0.0,
D7hJPsVt56p4qbnR1f4HjWpk9hqx9yAHv6WrzxMND4dN,liqctl,1788502483.0,1.6185,pump,322.0,103921.57,20,2833,0.4864,0.0078,0.8097,1.4261,40,40,29,0.931,0.069,1.0992,0.3103,0.635619,8,0.0,
6P7ERMmRgm34GJmHaVWAWmVY39SMe4ZbfbRMhpH5YMX7,liqctl,1788502483.0,-1.0,dump,1041.0,123793.41,14,2501,0.3758,0.0096,0.7853,1.5567,40,40,29,1.0,0.0345,1.4683,0.5172,0.002366,8,0.0,
3dStmNeWFBVSrhW1RpiuNAhUqbDvMZMnwGVrgdLY7Aqr,surgeliq,1788503504.0,-1.0,dump,1153.0,58452.55,8,2569,0.3546,0.0101,0.7026,1.4649,40,40,32,1.0,0.0312,1.9759,0.7812,0.002291,8,0.0,
HpPQtJpkKpaX45afKQ3obux7EcTgV7eNvbuEq4Zppump,liqctl,1788503504.0,-0.9805,dump,1769.0,223257.63,15,4697,0.2723,0.0072,0.8024,0.2452,40,36,20,0.9,0.1,0.8325,0.0,0.528714,8,0.0,
2r5hsT3AQ9beXB66ZrgpRZ83o1miiQYLf5Dn62BMpump,liqctl,1788503504.0,-0.9956,dump,1396.0,17037.86,10,3024,0.0152,0.0083,0.5003,0.4333,40,38,17,1.0,0.0588,3.2915,0.8824,0.000277,8,0.0,
9MMYWJLM6fDmBAwWydbNaPAjvSZWyRsaM2JAYBaXpump,liqctl,1788503504.0,-0.96865,dump,568.0,99946.3,7,1506,0.2324,0.0126,0.5677,0.9331,40,37,20,0.95,0.1,0.8737,0.0,0.73149,8,0.0,
